"Sector Wise Projects"

"Sr.No.","Sector","Line Ministry","ProjectID","Project Name","Original Cost
(in Cr)","Latest Revised Cost
(in Cr)","Expenditure (Cumm.)
(in Cr)"
"924","Roads & Highways","Ministry of Road Transport & Highways","618340","Widening/Improvement to 4-Lane with Paved Shoulder from km 626030 Nalani hulla Gaon to km 650450 Chotahapjan on existing Tinsukhia -Makum Bypass of NH-15 OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000 Chotahapjan to Km 16900 Bogapani section 2-Lane PS in Assam on EPCMode under NHO-NE Package-3","458.59","458.59","261.02"
"925","Roads & Highways","Ministry of Road Transport & Highways","618344","Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH-102B from Design Chainage 69.875 Km to 121.769 Km in the State of Manipur on EPC mode Package-3","673.27","673.27","563.39"
"926","Roads & Highways","Ministry of Road Transport & Highways","618345","Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section from Km 48.587 to Km 69.875 in the State of Manipur on EPC mode under NHO Package-2B","365.53","365.53","198.28"
"927","Roads & Highways","Ministry of Road Transport & Highways","618346","Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH-102B from km 32.835 to km 48.587 in the State of Manipur on EPC mode under NHO Package-2A","232.99","232.99","155.44"
"928","Roads & Highways","Ministry of Road Transport & Highways","618347","Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH-102B from km 13.747 to km 32.835 in the State of Manipur on EPC mode under NHO Package-1B","241.52","241.52","164.85"
"929","Roads & Highways","Ministry of Road Transport & Highways","618348","Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from km 130.000 to km 141.029 Package-4B in the State of Manipur on EPC Mode","177.76","177.76","97.93"
"930","Roads & Highways","Ministry of Road Transport & Highways","618349","Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from Design Chainage km 118850 to km 130000 Package-4A in the State of Manipur on EPC Mode","204.12","204.12","112.41"
"931","Roads & Highways","Ministry of Road Transport & Highways","618350","Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE","920.66","920.66","404.6"
"932","Roads & Highways","Ministry of Road Transport & Highways","618351","Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 156.489 near P. Leikul to km 176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10","890.33","693.15","605.43"
"933","Roads & Highways","Ministry of Road Transport & Highways","618352","Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 136.500 near Hejaichak to km 156.489 near P. Leikul Package-9 on EPC mode under NHO-NE Package-9","860.37","614.43","559.51"
"934","Roads & Highways","Ministry of Road Transport & Highways","618353","Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 116.480 near Hangrum to km 136.500 near Hejaichak Package-8 on EPC mode under NHO-NE Package 8","904.04","904.04","563.52"
"935","Roads & Highways","Ministry of Road Transport & Highways","618354","Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 96.870 near Jiri River to km 116.550 near Hangrum Package-7 on EPC mode Package7","846.82","846.82","481.81"
"936","Roads & Highways","Ministry of Road Transport & Highways","618355","Construction of of 2 -Lane with paved shoulders road from Tamenglong-Tousem-Lisang-Mahur Road NH-137 starting near Dialong Village from km 10.000 at Dialong to km 31.430 near Old Tamenglong , near Barak River on EPC Mode Package-2","483.87","483.87","375.87"
"937","Roads & Highways","Ministry of Road Transport & Highways","618356","Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur in the state of Manipur from km 31.430 at Old Tamenglong to km 43.480 ending near Phelong on EPC Mode Package-3","234.08","234.08","201.13"
"938","Roads & Highways","Ministry of Road Transport & Highways","618357","Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur NH-137 in Manipur starting from km 54.180 near Azuram to km 80.630 near Mandeu on EPC Mode Package 5","477.86","477.86","330.13"
"939","Roads & Highways","Ministry of Road Transport & Highways","618358","Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur NH-137 starting from km 80.630 near Mandeu to km 96.870 near Jiri River on EPC Mode Package-6","311.18","311.18","231.08"
"940","Roads & Highways","Ministry of Road Transport & Highways","618359","Widening/Improvement to 4-Lane with Paved Shoulder from km 55000 Nagabang Gamsuk to km 82514 Oyan in the State of Assam and Arunachal Pradesh on EPC mode under Bharatmala Pariyojna of Length 27.514 Km Package-3","665.47","665.47","380.59"
"941","Roads & Highways","Ministry of Road Transport & Highways","618362","Construction of 2-laning with hard shoulder of Lunglei to Chhumkhum from Design Chainage Km 0.000 to Km 37.420 of NH-302 [Lunglei-Tlabung] Package-A","698.45","698.45","553.89"
"942","Roads & Highways","Ministry of Road Transport & Highways","618363","Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under Bharatmala Pariyojana on EPC mode [Pkg-B]","740.58","740.58","494.49"
"943","Roads & Highways","Ministry of Road Transport & Highways","618364","Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-I Design Chainage 0000 Km to 34795 Km, in the State of Nagaland on EPC mode under NH O-NE","430.24","430.24","0"
"944","Roads & Highways","Ministry of Road Transport & Highways","618365","Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-III Design Chainage 69875 Km to 106816 Km in the State of Nagaland on EPC mode under NHO-NE","497.18","497.18","0"
"945","Roads & Highways","Ministry of Road Transport & Highways","618366","Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-II Design Chainage 34795 Km to 69875 Km in the State of Nagaland on EPC mode under NHO-NE","442.54","442.54","0"
"946","Roads & Highways","Ministry of Road Transport & Highways","618367","Improvement and Widening to 2-lane with paved shoulder of road from design Km 72.000 Pati Chhari to design Km 107.654 Harina Total length 35.654 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-4","726.9","726.9","100.25"
"947","Roads & Highways","Ministry of Road Transport & Highways","618368","Improvement and Widening to 2-lane with paved shoulder of road from design Km 36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-3","670.9","670.9","183.24"
"948","Roads & Highways","Ministry of Road Transport & Highways","618369","Improvement and Widening to 2-lane with paved shoulder of road from existing Km 438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208 on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-2","657.21","657.21","301.86"
"949","Roads & Highways","Ministry of Road Transport & Highways","618370","Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina-Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan Phase VI Package-1","431.78","431.78","265.36"
"950","Roads & Highways","Ministry of Road Transport & Highways","618371","Widening/Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Srirampur near Bhairiguri Village to Kachukhana Harichara Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km 28.050 Design Km 0.000 to Km 27.650, Design Length27.650 Km under JICA ODA Loan assistance Phase-V -Balance work","613.89","613.89","384.6"
"951","Roads & Highways","Ministry of Road Transport & Highways","618373","Construction of 4-Lane Bridge including approaches over River Brahmaputra between Dhubri on North Bank,Assam and Phulbari on south Bank,Meghalaya on NH-127B under JICA ODA Loan assistance Phase-III","4997.04","4997.04","3081.08"
"952","Roads & Highways","Ministry of Road Transport & Highways","618374","Improvement/Widening to 2-L with Paved Shoulder/ 4-Laning of NH-40 section from Km 151330 to Km 163400 design Km 63.530 to Km 71.520 including Dawki Bridge of length 368 m between Shillong-Dawki under JICA ODA Loan assistance Phase-II Pkg-5 -Balance work","284.21","284.21","170.81"
"953","Roads & Highways","Ministry of Road Transport & Highways","618375","Improvement/Widening to 2-Lane with Paved Shoulder from design Km 45.760 to Km 63.530 between Shillong-Dawki under JICA ODA Loan assistance Phase-II -Balance work Pkg-4","445.51","445.51","42.39"
"954","Roads & Highways","Ministry of Road Transport & Highways","618376","Improvement/Widening to 2-Lane with Paved Shoulder between Shillong-Dawki road up to Bangladesh Border from design Km 10.670 to Km 37.550 under JICA ODA Loan assistance Phase-II -Balance Work-Pkg-2","525.67","525.67","0"
"955","Roads & Highways","Ministry of Road Transport & Highways","618377","Improvement/Widening to 2-L with Paved Shoulder/4-L from Km 81740 to Km 93490 design Km 0000 to Km 10670 of NH-40 New NH-106 & 206 section & 4-L from design Km 0.00 to Km 0.930 of NH-44 section between Shillong-Dawki under JICA ODA Loan assistance Phase-II -Balance Work Pkg-1","351.12","351.12","243.15"
"956","Roads & Highways","Ministry of Road Transport & Highways","618379","Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 208. 000 to Km 250.000 Package-5 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-5","752.89","752.89","125.64"
"957","Roads & Highways","Ministry of Road Transport & Highways","618380","Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-3","867.09","867.09","525.13"
"958","Roads & Highways","Ministry of Road Transport & Highways","618383","Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-8","637.06","637.06","547.01"
"959","Roads & Highways","Ministry of Road Transport & Highways","618385","Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work","174.43","174.43","67.1"
"960","Roads & Highways","Ministry of Road Transport & Highways","618387","Construction of 2-laning with Hard shoulder of Ukhrul Tolloi - Tadubi section of NH-102A from Design Chainage km 9450 to km 50850 in the State of Manipur on EPC mode under NHO-NE Package-2","578.98","578.98","278.6"
"961","Roads & Highways","Ministry of Road Transport & Highways","618388","Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 50.850 km to 81.870 km in the State of Manipur on EPC mode under NHO-TSP Package -3","315.56","315.56","257.41"
"962","Roads & Highways","Ministry of Road Transport & Highways","618389","Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 81.870 km to 105.825 km in the State of Manipur on EPC mode under NHO-TSP Package -4","310.76","310.76","287.73"
"963","Roads & Highways","Ministry of Road Transport & Highways","618390","Construction, Operation & Maintenance of 2-L Bi-directional Silkyara Bend- Barkot Tunnel with escape passage including approaches Tunnel-4.531 & Approach road- 0.328 on Dharasu-Yamunotri section b/w Chainage 25.400km and 51.00km falling along NH-134 Old NH-94 on EPC mode","1383.78","1383.78","842.44"
"964","Roads & Highways","Ministry of Road Transport & Highways","618391","Construction for Mitigation Measures of 5 Nos. Landslides, 05 No. Sinking Zones and 01 No. Bridge from Ch. 450.00 to Ch. 468.00 18 Km. Length on NH-07 Package-III","250.33","250.33","100.93"
"965","Roads & Highways","Ministry of Road Transport & Highways","618392","Construction for Mitigation Measures of 5 Nos. Landslides, 5 Nos. Sinking Zones in between Ch. 433.00 to 450.00 BANERPANI VILLAGE on NH-07 on EPC mode in the state of Uttarakhand Package-2","259.64","259.64","0"
"966","Roads & Highways","Ministry of Road Transport & Highways","618393","Construction for Mitigation Measures of 10 Nos. Landslides, 01 No. Sinking Zones and 1 No. of Minor Bridge in between at Ch. Km 368.00 to Km 433.00 on NH-07 on EPC Mode in Uttarakhand Package-1","216.68","216.68","117.83"
"967","Roads & Highways","Ministry of Road Transport & Highways","618394","Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH-244 in UT of Jammu and Kashmir on EPC Mode Pkg-1","228.39","225.37","182.21"
"968","Roads & Highways","Ministry of Road Transport & Highways","618395","Construction & Upgradation to 2-lane with paved shoulder from Design Ch. Km 51700 at Premnagar km 66315 to Km 66535 New Thatri at Start of Km 83rd, Tunnel Km 82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani-Kishtwar-Vailoo Donipawa-Ashajipora section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg - 2","512.43","512.43","164.66"
"969","Roads & Highways","Ministry of Road Transport & Highways","618397","Widening and Up-gradation to 2-Lane with Paved Shoulder of configuration and geometric improvement from Km 0.000 to Km 16.990 on Chenani Sudhmahadev section of NH-244 in UT of Jammu and Kashmir to be executed on EPC basis","255.9","255.9","239.96"
"970","Roads & Highways","Ministry of Road Transport & Highways","618398","Up-gradation to 2-lane with Paved Shoulder from Km 20.300 to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II","210.79","210.79","190.27"
"971","Roads & Highways","Ministry of Road Transport & Highways","618399","Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT of Jammu and Kashmir on EPC Mode Pkg-4","859.67","859.67","363.03"
